log_key,annotation_index,class,note,annotated_at,range_index,signal,start_us,end_us
2019-03-04/08_38_53,0,Altitude,,2025-04-18T22:24:41.910550,1,Position.Z,48333000,51578000
2019-03-04/08_38_53,0,Altitude,,2025-04-18T22:24:41.910550,2,Position.Z,59832000,62371000
2019-03-04/08_38_53,0,Altitude,,2025-04-18T22:24:41.910550,3,Position.Z,74576000,77892000
2019-03-04/08_38_53,0,Altitude,,2025-04-18T22:24:41.910550,4,Position.Z,90873000,93977000
2019-03-04/08_41_17,0,Altitude,,2025-04-18T22:25:05.240865,0,Position.Z,49636000,56247000
2019-03-04/08_41_17,0,Altitude,,2025-04-18T22:25:05.240865,1,Position.Z,71398000,74244000
2019-03-04/08_41_17,0,Altitude,,2025-04-18T22:25:05.240865,2,Position.Z,83886000,88293000
2019-03-04/08_41_17,0,Altitude,,2025-04-18T22:25:05.240865,3,Position.Z,92425000,96190000
2019-03-04/08_41_17,0,Altitude,,2025-04-18T22:25:05.240865,4,Position.Z,110789000,115472000
2019-03-04/08_44_55,0,Altitude,,2025-04-18T22:25:24.109951,0,Position.Z,44290000,47948000
2019-03-04/08_44_55,0,Altitude,,2025-04-18T22:25:24.109951,1,Position.Z,52843000,57630000
2019-03-04/08_44_55,0,Altitude,,2025-04-18T22:25:24.109951,2,Position.Z,34177000,36543000
2019-03-04/08_44_55,0,Altitude,,2025-04-18T22:25:24.109951,3,Position.Z,79417000,84689000
2019-03-05/07_25_14,0,Normal,,2025-04-18T22:26:34.162852,,,,
2019-03-05/07_29_30,0,Normal,,2025-04-18T22:27:32.187198,,,,
2019-03-05/07_32_34,0,Normal,,2025-04-18T22:28:25.470762,,,,
2019-03-05/07_36_09,0,Normal,,2025-04-18T22:29:09.524893,,,,
2019-03-05/07_40_49,0,Normal,,2025-04-18T22:29:40.559596,,,,
2019-03-05/07_44_26,0,Normal,,2025-04-18T22:29:59.857067,,,,
2019-03-05/07_47_00,0,Normal,,2025-04-18T22:30:31.165930,,,,
2019-03-05/07_50_02,0,Normal,,2025-04-18T22:30:45.664707,,,,
2019-03-05/07_53_09,0,Normal,,2025-04-18T22:31:12.505278,,,,
2019-03-05/07_57_26,0,Normal,,2025-04-18T22:31:30.284990,,,,
2019-03-05/08_00_16,0,Normal,,2025-04-18T22:31:54.809285,,,,
2019-03-06/07_23_12,0,Normal,,2025-04-18T22:33:39.437097,,,,
2019-03-06/07_25_51,0,Normal,,2025-04-18T22:34:30.122126,,,,
2019-03-06/07_28_18,0,Normal,,2025-04-18T22:34:45.922023,,,,
2019-03-06/07_31_11,0,Normal,,2025-04-18T22:35:10.866460,,,,
2019-03-06/07_33_21,0,Normal,,2025-04-18T22:35:27.209511,,,,
2019-03-07/07_39_17,0,Normal,,2025-04-18T22:35:50.285922,,,,
2019-03-07/07_52_21,0,External Position,,2025-04-18T22:36:19.698790,0,Position.X,486838000,493384000
2019-03-07/07_52_21,0,External Position,,2025-04-18T22:36:19.698790,1,Position.Y,480568000,493164000
2019-03-07/08_04_50,0,Normal,,2025-04-18T22:36:36.311117,,,,
2019-03-07/08_15_25,0,Normal,,2025-04-18T22:36:56.219349,,,,
2019-03-08/07_33_32,0,Normal,,2025-04-18T22:37:24.660949,,,,
2019-03-08/07_44_36,0,Normal,,2025-04-18T22:38:49.638246,,,,
2019-03-08/07_50_16,0,Normal,,2025-04-18T22:39:08.474441,,,,
2019-03-08/07_54_39,0,Normal,,2025-04-18T22:39:47.189582,,,,
2019-03-11/07_23_48,0,Normal,,2025-04-18T22:40:18.273333,,,,
2019-03-11/07_31_26,0,External Position,,2025-04-18T22:40:47.253074,0,Position.X,211951000,213489000
2019-03-11/07_38_50,0,Mechanical,,2025-04-18T22:41:16.512816,0,Actuator Outputs,335320000,351657000
2019-03-11/07_46_09,0,Normal,,2025-04-18T22:41:46.690676,,,,
2019-03-12/07_30_55,0,Normal,,2025-04-18T22:42:50.727044,,,,
2019-03-12/07_38_42,0,External Position,,2025-04-18T22:43:33.106324,0,Position.X,224569000,226001000
2019-03-12/07_45_43,0,Mechanical,,2025-04-18T22:44:23.449853,0,Actuator Outputs,204935000,212614000
2019-03-12/07_55_16,0,Uncategorized,,2025-04-18T22:44:49.999215,,,,
2019-03-13/07_30_37,0,Normal,,2025-04-18T22:45:25.003329,,,,
2019-03-13/07_38_25,0,Normal,,2025-04-18T22:46:04.711808,,,,
2019-03-13/07_48_48,0,Normal,,2025-04-18T22:46:24.915843,,,,
2019-03-13/07_57_08,0,Mechanical,,2025-04-18T22:46:58.719644,0,Actuator Outputs,257457000,269945000
2019-03-14/07_22_11,0,Normal,,2025-04-18T22:47:43.003673,,,,
2019-03-14/07_27_17,0,Normal,,2025-04-18T22:48:02.766675,,,,
2019-04-02/10_40_30,0,Normal,,2025-04-18T22:48:57.952934,,,,
2019-04-02/10_48_41,0,Uncategorized,,2025-04-18T22:49:11.695024,,,,
2019-04-02/10_54_45,0,Normal,,2025-04-18T22:49:50.232831,,,,
2019-04-02/10_59_01,0,Normal,,2025-04-18T22:50:14.818354,,,,
2019-05-16/07_26_53,0,Normal,,2025-04-18T22:51:22.119078,,,,
2019-05-16/07_30_50,0,Normal,,2025-04-18T22:52:07.681768,,,,
2019-05-16/07_37_03,0,Uncategorized,,2025-04-18T22:52:20.861323,,,,
2019-05-16/07_41_52,0,Normal,,2025-04-18T22:52:54.129467,,,,
2019-06-03/11_14_55,0,Normal,,2025-04-18T22:53:37.737105,,,,
2019-06-03/11_19_37,0,Normal,,2025-04-18T22:53:57.014065,,,,
2019-06-03/11_28_20,0,Normal,,2025-04-18T22:54:32.936448,,,,
2019-06-03/11_42_13,0,Normal,,2025-04-18T22:54:46.165764,,,,
2019-07-02/08_01_53,0,Normal,,2025-04-18T22:57:18.438613,,,,
2019-07-02/08_09_41,0,Normal,,2025-04-18T22:57:55.265935,,,,
2019-07-02/08_22_19,0,Normal,,2025-04-18T22:58:17.931966,,,,
2019-07-02/08_26_54,0,Normal,,2025-04-18T22:58:46.640149,,,,
2019-08-01/08_08_44,0,Normal,,2025-04-18T22:59:25.914072,,,,
2019-08-01/08_17_07,0,Normal,,2025-04-18T22:59:58.735670,,,,
2019-08-01/08_22_46,0,Normal,,2025-04-18T23:01:05.786847,,,,
2019-08-01/08_47_43,0,Normal,,2025-04-18T23:01:19.774267,,,,
2019-10-09/09_32_34,0,Normal,,2025-04-18T23:02:36.280688,,,,
2019-10-09/09_38_34,0,Normal,,2025-04-18T23:03:00.014916,,,,
2019-10-09/09_50_02,0,Normal,,2025-04-18T23:03:58.162669,,,,
2019-10-09/10_03_32,0,Normal,,2025-04-18T23:06:55.009508,,,,
2019-11-05/09_57_44,0,Normal,,2025-04-18T23:07:35.089695,,,,
2019-11-05/10_02_37,0,Normal,,2025-04-18T23:07:57.535443,,,,
2019-11-05/10_34_16,0,Normal,,2025-04-18T23:08:47.570080,,,,
2019-11-05/10_41_16,0,Normal,,2025-04-18T23:09:21.719052,,,,
2019-12-02/09_30_03,0,Normal,,2025-04-18T23:10:34.369888,,,,
2019-12-02/09_38_11,0,Normal,,2025-04-18T23:10:52.082777,,,,
2019-12-02/09_40_27,0,Altitude,,2025-04-18T23:11:44.388107,0,Position.Z,152556000,154957000
2019-12-02/09_55_28,0,Normal,,2025-04-18T23:12:20.258662,,,,
2020-02-12/10_48_51,0,Uncategorized,,2025-04-18T23:12:44.536535,,,,
2020-02-12/10_49_44,0,Uncategorized,,2025-04-18T23:12:51.384979,,,,
2020-02-12/11_03_58,0,Uncategorized,,2025-04-18T23:13:10.177890,,,,
2020-02-12/11_06_05,0,Uncategorized,,2025-04-18T23:13:16.123336,,,,
2020-02-13/10_01_06,0,Uncategorized,,2025-04-18T23:13:23.022126,,,,
2020-02-13/10_05_50,0,Uncategorized,,2025-04-18T23:13:42.411877,,,,
2021-10-06--/11_54_32,0,Altitude,,2025-04-18T23:18:40.258080,0,Position.Z,740943000,748786000
2021-10-06--/11_54_32,0,Altitude,,2025-04-18T23:18:40.258080,1,Position.Z,749476000,753958000
2021-10-06--/12_14_56,0,External Position,,2025-04-18T23:19:16.415283,0,Position.X,297380000,312185000
2021-10-06--/12_20_25,0,Normal,,2025-04-18T23:19:38.594518,,,,
2021-10-06--/12_26_34,0,Normal,,2025-04-18T23:19:58.858768,,,,
2021-10-06--/12_47_03,0,Normal,,2025-04-18T23:20:22.914045,,,,
2021-10-07_pid--/log_0_2021-10-1-17-16-16,0,Altitude,,2025-04-18T23:21:10.360525,0,Position.Z,36502000,38906000
2021-10-07_pid--/log_1_2021-10-1-17-28-54,0,Altitude,,2025-04-18T23:21:42.766058,0,Position.Z,42217000,49327000
2021-10-07_pid--/log_1_2021-10-1-17-28-54,0,Altitude,,2025-04-18T23:21:42.766058,1,Position.Z,55410000,59314000
2021-10-07_pid--/log_3_2021-10-1-16-15-52,0,Altitude,,2025-04-18T23:22:38.158835,0,Position.Z,1530824000,1532881000
2021-10-07_pid--/log_3_2021-10-1-16-15-52,0,Altitude,,2025-04-18T23:22:38.158835,1,Position.Z,1523252000,1525458000
2022-08-07/log_11_2022-8-7-20-58-34_v1.13_offboard,0,Normal,,2025-04-18T23:23:46.373239,,,,
2022-09-16/08_14_31,0,Normal,,2025-04-18T23:27:11.982517,,,,
2022-09-16/11_26_45,0,Normal,,2025-04-18T23:27:25.091006,,,,
2022-09-26/00_44_00,0,Normal,,2025-04-18T23:27:53.958931,,,,
2022-09-26/10_46_38,0,Normal,,2025-04-18T23:28:10.144152,,,,
2022-09-26/23_39_23,0,Normal,,2025-04-18T23:28:37.669786,,,,
2022-10-07/03_44_01,0,Normal,,2025-04-18T23:29:07.153771,,,,
2022-10-21/02_32_21,0,Normal,,2025-04-18T23:29:57.057921,,,,
2022-10-21/05_26_56,0,Normal,,2025-04-18T23:30:32.860750,,,,
2022-10-21/07_05_14,0,Normal,,2025-04-18T23:30:45.484935,,,,
2022-10-21/09_50_18,0,Normal,,2025-04-18T23:30:54.297586,,,,
2022-10-22_dhl/03_51_03,0,External Position,,2025-04-18T23:31:25.189745,0,Position.Y,155787000,175299000
2022-10-22_dhl/04_00_25,0,Normal,,2025-04-18T23:31:44.612289,,,,
2018-09-27/07_23_56,0,Normal,,2025-04-20T23:26:36.298627,,,,
2019-01-18/08_07_57,0,Global Position,,2025-04-20T23:28:19.054819,0,Position.Y,1003440000,1050840000
2019-01-18/08_07_57,0,Global Position,,2025-04-20T23:28:19.054819,1,Position.Y,1056318000,1226622000
2022-09-16/03_16_07,0,Normal,,2025-04-20T23:30:36.587744,,,,
2018-06-12/19_31_16,0,Uncategorized,,2025-04-20T23:31:37.950150,,,,
2018-10-04/07_12_27,0,Uncategorized,,2025-04-20T23:32:24.291640,,,,
2018-11-28/08_10_09,0,Uncategorized,,2025-04-20T23:33:41.816497,,,,
2019-01-01/15_37_30,0,Uncategorized,,2025-04-20T23:34:16.253019,,,,
2019-03-06/07_59_53,0,Normal,,2025-04-21T00:45:34.351389,,,,
2019-03-06/08_02_26,0,Normal,,2025-04-21T00:46:34.625626,,,,
2019-03-06/08_08_04,0,Normal,,2025-04-21T00:46:51.267464,,,,
2019-03-06/08_11_47,0,Normal,,2025-04-21T00:47:04.438609,,,,
2023-08/2023-05-24/00_15_34,0,Normal,,2025-04-23T17:51:46.765556,,,,
2023-08/2023-05-24/00_20_45,0,Normal,,2025-04-23T17:52:06.417542,,,,
2023-08/2023-05-24/00_52_28,0,Normal,,2025-04-23T17:52:31.140018,,,,
2023-08/2023-05-24/01_06_09,0,Normal,,2025-04-23T17:52:53.975196,,,,
2023-08/2023-05-24/01_11_27,0,Normal,,2025-04-23T17:54:04.813513,,,,
2023-08/2023-05-24/01_36_45,0,Normal,,2025-04-23T17:54:46.604564,,,,
2023-08/2023-05-24/02_03_16,0,External Position,,2025-04-23T17:56:20.910648,0,Position.Y,118885000,137528000
2023-08/sess002/log001,0,Normal,,2025-04-23T17:57:19.157738,,,,
2023-08/sess003/log001,0,Normal,,2025-04-23T17:57:46.235557,,,,
2023-08/sess004/log001,0,Normal,,2025-04-23T17:58:19.987673,,,,
2023-08/sess005/log001,0,Normal,,2025-04-23T17:59:50.302611,,,,
2023-08/sess006/log001,0,Altitude,,2025-04-23T18:02:49.099174,0,Position.Z,179589000,180358000
2023-08/sess007/log001,0,Normal,,2025-04-23T18:03:38.854952,,,,
2023-08/sess008/log001,0,Normal,,2025-04-23T18:04:29.574639,,,,
2023-08/sess009/log001,0,Normal,,2025-04-23T18:05:13.660171,,,,
2023-08/sess010/log001,0,Normal,,2025-04-23T18:06:00.516303,,,,
2023-08/sess011/log001,0,Normal,,2025-04-23T18:06:37.291649,,,,
2023-08/sess012/log001,0,Normal,,2025-04-23T18:07:03.045008,,,,
2023-08/sess013/log001,0,Normal,,2025-04-23T18:07:47.172097,,,,
2023-08/sess014/log001,0,Normal,,2025-04-23T18:08:15.717042,,,,
2023-08/sess015/log001,0,Normal,,2025-04-23T18:08:41.320954,,,,
2023-08/sess016/log001,0,Normal,,2025-04-23T18:09:30.218477,,,,
2023-08/sess017/log001,0,Normal,,2025-04-23T18:10:18.301414,,,,
2023-08/sess017/log002,0,Normal,,2025-04-23T18:10:49.521673,,,,
2023-08/sess018/log001,0,Normal,,2025-04-23T18:11:55.531322,,,,
2023-08/sess020/log001,0,Normal,,2025-04-23T18:12:41.679996,,,,
2023-08/sess021/log001,0,Normal,,2025-04-23T18:13:23.620154,,,,
2023-08/sess022/log001,0,Uncategorized,,2025-04-23T18:19:18.196997,,,,
2023-08/sess023/log001,0,Normal,,2025-04-23T18:20:03.025519,,,,
2023-08/sess024/log001,0,Normal,,2025-04-23T18:20:42.467495,,,,
2023-08/sess025/log001,0,Normal,,2025-04-23T18:22:34.637306,,,,
2023-08/sess026/log001,0,Normal,,2025-04-23T18:22:58.608277,,,,
2023-08/sess028/log001,0,Normal,,2025-04-23T18:24:09.418134,,,,
2023-08/sess029/log001,0,Normal,,2025-04-23T18:24:39.472368,,,,
2023-08/sess030/log001,0,Normal,,2025-04-23T18:25:19.297262,,,,
2023-08/sess031/log001,0,Normal,,2025-04-23T18:26:55.697997,,,,
2023-08/sess032/log001,0,Normal,,2025-04-23T18:27:18.501743,,,,
2023-08/sess033/log001,0,Normal,,2025-04-23T18:27:56.213593,,,,
2023-08/sess034/log002,0,Normal,,2025-04-23T18:28:28.644281,,,,
2023-08/sess035/log001,0,Normal,,2025-04-23T18:29:15.324458,,,,
2023-08/sess036/log001,0,Normal,,2025-04-23T18:29:54.071587,,,,
2023-08/sess037/log001,0,Normal,,2025-04-23T18:30:37.593272,,,,
2023-08/sess038/log001,0,Normal,,2025-04-23T18:31:20.826511,,,,
2023-08/sess039/log001,0,Normal,,2025-04-23T18:32:53.300734,,,,
2023-08/sess040/log001,0,Normal,,2025-04-23T18:33:25.860850,,,,
2023-08/sess041/log001,0,Normal,,2025-04-23T18:33:50.465470,,,,
2023-08/sess042/log001,0,Normal,,2025-04-23T18:34:16.666408,,,,
2023-08/sess043/log001,0,Normal,,2025-04-23T18:34:53.747684,,,,
2023-08/sess044/log001,0,Normal,,2025-04-23T18:35:49.844436,,,,
2023-08/sess045/log001,0,Normal,,2025-04-23T18:36:33.595669,,,,
2023-08/sess046/log001,0,Normal,,2025-04-23T18:39:34.001862,,,,
2023-08/sess047/log001,0,Normal,,2025-04-23T18:40:23.183238,,,,
2023-08/sess048/log001,0,Normal,,2025-04-23T18:40:59.212977,,,,
2023-08/sess049/log001,0,Normal,,2025-04-23T18:41:43.684966,,,,
2023-08/sess050/log001,0,Normal,,2025-04-23T18:42:21.073720,,,,
2023-08/sess051/log003,0,Normal,,2025-04-23T18:43:23.026388,,,,
2023-08/sess052/log001,0,Normal,,2025-04-23T18:43:56.124771,,,,
2023-08/sess053/log001,0,Normal,,2025-04-23T18:44:26.743244,,,,
2023-08/sess054/log001,0,Normal,,2025-04-23T18:45:03.905166,,,,
2023-08/sess055/log001,0,Normal,,2025-04-23T18:45:34.587429,,,,
2023-08/sess056/log001,0,Normal,,2025-04-23T18:46:14.457526,,,,
2023-08/sess057/log001,0,Normal,,2025-04-23T18:48:33.525905,,,,
2023-08/sess058/log001,0,Normal,,2025-04-23T18:49:14.175741,,,,
2023-08/sess059/log001,0,Normal,,2025-04-23T18:50:00.050228,,,,
2023-08/sess060/log001,0,Normal,,2025-04-23T18:50:58.335174,,,,
2023-08/sess061/log001,0,Normal,,2025-04-23T18:51:36.151829,,,,
2023-08/sess062/log001,0,Normal,,2025-04-23T18:52:03.048206,,,,
2023-08/sess065/log001,0,Normal,,2025-04-23T18:52:56.510235,,,,
2023-08/sess066/log001,0,Normal,,2025-04-23T18:53:53.598382,,,,
2023-08/sess067/log001,0,Normal,,2025-04-23T18:54:25.518419,,,,
2023-08/sess069/log001,0,Normal,,2025-04-23T18:54:54.721513,,,,
2023-08/sess070/log001,0,Normal,,2025-04-23T18:55:23.825632,,,,
2023-08/sess071/log001,0,Normal,,2025-04-23T18:56:19.458951,,,,
2023-08/sess072/log001,0,Normal,,2025-04-23T18:57:01.437999,,,,
2023-08/sess073/log001,0,Normal,,2025-04-23T18:58:07.094171,,,,
2023-08/sess074/log001,0,Altitude,,2025-04-23T19:00:45.144635,0,Position.Z,273462000,274588000
2023-08/sess075/log001,0,Normal,,2025-04-23T19:02:12.821991,,,,
2023-08/sess076/log001,0,Normal,,2025-04-23T19:02:45.135586,,,,
2023-08/2023-05-23/11_36_29,0,Normal,,2025-04-23T19:04:23.740076,,,,
2023-08/2023-05-23/12_36_58,0,Normal,,2025-04-23T19:05:02.688440,,,,
2023-08/2023-05-23/13_03_37,0,Normal,,2025-04-23T19:05:34.637818,,,,
2023-08/2023-05-23/13_34_16,0,Normal,,2025-04-23T19:18:39.860832,,,,
2023-08/2023-05-23/14_03_30,0,Normal,,2025-04-23T19:19:15.335784,,,,
2023-08/2023-04-14/11_32_12,0,Normal,,2025-04-23T19:19:53.075384,,,,
2023-08/2023-04-14/11_42_05,0,Normal,,2025-04-23T19:20:19.694394,,,,
2023-08/2023-04-14/12_14_07,0,Normal,,2025-04-23T19:21:35.096316,,,,
2023-08/2023-04-14/12_28_58,0,Normal,,2025-04-23T19:23:20.082264,,,,
2023-08/2023-04-14/13_13_05,0,Normal,,2025-04-23T19:23:55.787760,,,,
2023-08/2023-04-14/13_18_37,0,Normal,,2025-04-23T19:24:38.351423,,,,
2023-08/2023-03-25/18_46_08,0,Normal,,2025-04-23T19:26:18.739585,,,,
2023-08/2023-03-25/19_25_10,0,Normal,,2025-04-23T19:26:54.148425,,,,
2023-08/2023-03-25/20_03_13,0,Normal,,2025-04-23T19:27:37.801472,,,,
2023-08/2022-09-11/00_53_20,0,Normal,,2025-04-23T19:29:25.621491,,,,
2023-08/2022-09-11/01_03_34,0,Normal,,2025-04-23T19:29:48.734692,,,,
2023-08/2022-09-11/02_24_19,0,Normal,,2025-04-23T19:30:35.744391,,,,
2023-08/2022-09-11/02_40_49,0,Normal,,2025-04-23T19:31:07.144972,,,,
2023-08/2022-09-11/02_58_17,0,Normal,,2025-04-23T19:31:51.871147,,,,
2023-08/2022-09-10/01_48_01,0,Normal,,2025-04-23T19:32:55.911674,,,,
2023-08/2022-09-10/07_34_40,0,Normal,,2025-04-23T19:33:25.045574,,,,
2023-08/2022-09-10/07_45_22,0,Normal,,2025-04-23T19:34:14.680085,,,,
2023-08/2022-09-10/11_05_04,0,Normal,,2025-04-23T19:34:47.676588,,,,
2023-08/2022-09-09/00_05_28,0,Normal,,2025-04-23T19:35:27.076496,,,,
2023-08/2022-09-09/00_51_01,0,Normal,,2025-04-23T19:35:57.145704,,,,
2023-08/2022-09-09/03_31_36,0,Normal,,2025-04-23T19:36:30.546059,,,,
2023-08/2022-09-09/03_47_04,0,Normal,,2025-04-23T19:36:59.569818,,,,
2023-08/2022-09-08/00_09_34,0,Normal,,2025-04-23T19:37:43.437889,,,,
2023-08/2022-09-08/00_17_34,0,Normal,,2025-04-23T19:38:32.814175,,,,
2023-08/2022-09-08/00_40_52,0,Normal,,2025-04-23T19:41:16.019390,,,,
2023-08/2022-09-08/01_07_35,0,External Position,,2025-04-23T19:42:51.233949,0,Position.X,284267000,297031000
2023-08/2022-09-08/01_16_01,0,Normal,,2025-04-23T19:43:45.289499,,,,
2023-08/2022-09-07/13_22_09,0,Normal,,2025-04-23T19:44:23.782534,,,,
2023-08/2022-09-07/14_09_30,0,Normal,,2025-04-23T19:45:13.413946,,,,
2023-08/2022-09-07/14_14_45,0,Normal,,2025-04-23T19:45:45.213584,,,,
2023-08/2022-09-07/16_11_40,0,Normal,,2025-04-23T19:46:11.154586,,,,
2023-08/2022-09-07/16_48_12,0,Normal,,2025-04-23T19:46:46.230131,,,,
2023-08/2022-09-06/14_06_20,0,Normal,,2025-04-23T19:48:38.759835,,,,
2023-08/2022-09-06/14_15_05,0,Altitude,,2025-04-23T19:51:11.613490,0,Position.Z,419563000,420867000
2023-08/2022-09-06/14_21_59,0,Normal,,2025-04-23T19:52:07.804726,,,,
2023-08/2022-09-06/14_28_22,0,Normal,,2025-04-23T19:53:23.277473,,,,
2023-08/2022-06-16/00_29_52,0,Normal,,2025-04-23T19:54:13.748049,,,,
2023-08/2022-06-16/00_51_19,0,Normal,,2025-04-23T19:54:49.764281,,,,
2023-08/2022-06-16/00_54_18,0,Normal,,2025-04-23T19:55:25.244495,,,,
2023-08/2022-06-16/00_59_20,0,Normal,,2025-04-23T19:56:04.380660,,,,
2023-08/2022-06-15/08_23_52,0,External Position,,2025-04-23T19:56:36.942114,0,Position.X,2025410000,2032316000
2023-08/2022-06-15/09_50_38,0,Normal,,2025-04-23T19:57:06.989914,,,,
2023-08/2022-06-15/10_29_37,0,Normal,,2025-04-23T20:01:48.474724,,,,
2023-08/2022-06-15/11_58_52,0,Normal,,2025-04-23T20:04:23.430095,,,,
2023-08/2022-06-15/12_11_35,0,Normal,,2025-04-23T20:04:53.713952,,,,
2023-08/2021-10-07/01_55_04,0,Normal,,2025-04-23T20:05:32.823923,,,,
2023-08/2021-10-07/02_14_07,0,Normal,,2025-04-23T20:06:15.049434,,,,
2023-08/2021-10-07/02_36_49,0,Normal,,2025-04-23T20:06:36.117828,,,,
2023-08/2021-10-06/00_05_29,0,Normal,,2025-04-23T20:07:17.664395,,,,
2023-08/2021-10-06/00_11_41,0,Normal,,2025-04-23T20:07:57.418787,,,,
2023-08/2021-10-06/00_38_23,0,Normal,,2025-04-23T20:08:54.935671,,,,
2023-08/2021-10-06/00_51_33,0,Normal,,2025-04-23T20:09:27.513954,,,,
2023-08/2021-10-05/12_56_22,0,Uncategorized,,2025-04-23T20:10:05.064214,,,,
2023-08/2021-10-05/13_00_37,0,Normal,,2025-04-23T20:12:49.823825,,,,
2023-08/2021-10-05/13_14_04,0,Normal,,2025-04-23T20:13:43.171467,,,,
2023-08/2021-10-05/14_56_59,0,Uncategorized,,2025-04-23T20:13:54.262202,,,,
2023-08/2021-10-05/15_10_10,0,Normal,,2025-04-23T20:14:36.074362,,,,
2023-08/2021-10-04/01_39_47,0,Altitude,,2025-04-23T20:16:25.392649,0,Position.Z,3965352000,3968032000
2023-08/2021-10-04/01_58_46,0,Normal,,2025-04-23T20:17:13.203003,,,,
2023-08/2021-10-04/02_07_16,0,Normal,,2025-04-23T20:17:41.025645,,,,
2023-08/2021-10-04/02_13_37,0,Normal,,2025-04-23T20:18:20.230981,,,,
2023-08/2021-10-04/02_35_01,0,Normal,,2025-04-23T20:18:50.674814,,,,
2023-08/2021-10-03/13_19_20,0,Normal,,2025-04-23T20:20:13.279465,,,,
2023-08/2021-10-03/16_19_18,0,Normal,,2025-04-23T20:20:33.483744,,,,
2023-08/2021-10-03/16_31_38,0,Normal,,2025-04-23T20:21:54.873573,,,,
2023-08/2021-10-03/17_10_32,0,Normal,,2025-04-23T20:23:07.378269,,,,
2022-12/2023-02-10/02_39_00,0,Normal,,2025-04-23T20:23:44.516891,,,,
2022-12/2023-02-10/03_57_52,0,Normal,,2025-04-23T20:24:25.814969,,,,
2022-12/2023-02-10/05_54_51,0,Uncategorized,,2025-04-23T20:25:42.255008,,,,
2019-03-15/10_49_17,0,Normal,,2025-04-23T20:28:05.411938,,,,
2019-03-15/10_58_58,0,Normal,,2025-04-23T20:31:43.013438,,,,
2019-03-15/11_05_20,0,Altitude,,2025-04-23T20:32:47.735341,0,Position.Z,82240000,88338000
2019-03-15/11_05_20,0,Altitude,,2025-04-23T20:32:47.735341,1,Position.Z,115226000,120493000
2019-03-15/11_05_20,0,Altitude,,2025-04-23T20:32:47.735341,2,Position.Z,137817000,144331000
2019-03-15/11_05_20,0,Altitude,,2025-04-23T20:32:47.735341,3,Position.Z,174961000,181198000
2019-03-15/11_14_48,0,Altitude,,2025-04-23T20:33:12.824095,0,Position.Z,285859000,290875000
2019-03-15/11_14_48,0,Altitude,,2025-04-23T20:33:12.824095,1,Position.Z,313450000,320107000
2019-03-15/11_19_19,0,Altitude,,2025-04-23T20:33:25.953698,0,Position.Z,162340000,166061000
2019-03-15/11_26_05,0,Altitude,,2025-04-23T20:33:47.342411,0,Position.Z,217189000,221219000
2019-03-15/11_26_05,0,Altitude,,2025-04-23T20:33:47.342411,1,Position.Z,283313000,287217000
2019-03-15/11_36_46,0,Normal,,2025-04-23T20:34:17.142598,,,,
2019-03-18/07_27_21,0,Normal,,2025-04-23T20:34:59.341542,,,,
2019-03-18/07_41_58,0,Normal,,2025-04-23T20:35:24.709433,,,,
2019-03-18/07_50_31,0,Normal,,2025-04-23T20:35:50.067166,,,,
2019-03-18/07_57_03,0,Normal,,2025-04-23T20:36:18.886124,,,,
2019-03-18/08_03_03,0,Normal,,2025-04-23T20:36:45.964083,,,,
2019-03-18/08_06_57,0,Normal,,2025-04-23T20:38:34.261636,,,,
2019-03-19/07_25_32,0,Normal,,2025-04-23T20:39:03.015531,,,,
2019-03-19/07_31_26,0,Normal,,2025-04-23T20:39:27.590003,,,,
2019-03-19/07_40_10,0,Normal,,2025-04-23T20:40:24.827946,,,,
2019-03-19/07_49_49,0,Normal,,2025-04-23T20:41:00.465951,,,,
2019-03-19/07_53_55,0,Normal,,2025-04-23T20:41:16.031841,,,,
2019-03-20/07_32_29,0,Normal,,2025-04-23T20:42:45.285372,,,,
2019-03-20/07_34_36,0,Normal,,2025-04-23T20:44:17.211243,,,,
2019-03-20/07_36_56,0,Normal,,2025-04-23T20:44:45.641869,,,,
2019-03-20/07_40_46,0,Normal,,2025-04-23T20:45:03.586729,,,,
2019-03-20/07_46_11,0,Normal,,2025-04-23T20:45:55.416429,,,,
2019-03-20/07_51_41,0,Normal,,2025-04-23T20:47:38.164382,,,,
2019-03-21/08_18_18,0,Normal,,2025-04-23T20:48:15.210365,,,,
2019-03-21/08_25_27,0,Normal,,2025-04-23T20:48:43.198938,,,,
2019-03-21/08_30_23,0,Normal,,2025-04-23T20:49:05.005604,,,,
2019-03-21/08_39_22,0,Normal,,2025-04-23T20:49:16.358631,,,,
2019-03-22/07_28_34,0,Normal,,2025-04-23T20:49:40.500842,,,,
2019-03-22/07_31_15,0,Normal,,2025-04-23T20:51:06.293166,,,,
2019-03-22/07_36_47,0,Normal,,2025-04-23T20:51:22.660952,,,,
2019-03-22/07_46_23,0,Mechanical,,2025-04-23T20:51:50.819405,0,Actuator Outputs,348015000,358623000
2019-03-25/07_38_13,0,Normal,,2025-04-23T20:56:46.365282,,,,
2019-03-25/07_56_29,0,Normal,,2025-04-23T20:57:28.045368,,,,
2019-03-25/08_09_37,0,Normal,,2025-04-23T20:57:49.401946,,,,
2019-03-25/08_40_30,0,Normal,,2025-04-23T20:58:26.993435,,,,
2019-03-26/07_39_23,0,Normal,,2025-04-23T20:59:09.832487,,,,
